Carpeta; Latitud;Longitud
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.197218;-76.94136
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.193815;-76.946686
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.196232;-76.945239
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.19813;-76.943563
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.194615;-76.949375
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.19745;-76.947519
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.20009;-76.946269
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.196637;-76.951598
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.199045;-76.950187
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.201463;-76.948727
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.193316;-76.958842
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.195535;-76.955922
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.198197;-76.954426
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.200764;-76.953349
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.203335;-76.951665
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15829;-12.191205;-76.95827
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.21119;-76.947291
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.207934;-76.941227
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.204955;-76.936956
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.208917;-76.949436
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.20681;-76.945807
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.204872;-76.943624
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.205846;-76.949933
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.204401;-76.94701
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.202552;-76.944643
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.210339;-76.95733
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.2083;-76.953992
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.210442;-76.952825
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.215219;-76.954657
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.213132;-76.951272
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.217519;-76.952816
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.215958;-76.949952
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.220299;-76.951566
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15831;-12.218346;-76.948205
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.214126;-76.946532
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.209968;-76.939883
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.209083;-76.937766
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.207385;-76.935822
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.215662;-76.944103
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.216323;-76.94525
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.213844;-76.940795
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.211922;-76.93915
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.210066;-76.93388
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.218861;-76.942906
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.216373;-76.939311
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.215613;-76.937125
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.214108;-76.934665
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.221525;-76.941755
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.21942;-76.938126
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.217643;-76.936185
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.216254;-76.934163
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.22346;-76.939669
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.221767;-76.937212
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.219362;-76.932
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15834;-12.217563;-76.929493
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15836;-12.226774;-76.938441
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15836;-12.228046;-76.935493
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15836;-12.220929;-76.927107
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15836;-12.227225;-76.926831
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15836;-12.224918;-76.924574
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15836;-12.229082;-76.923698
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa El Salvador / COD 15836;-12.232555;-76.921595
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.161816;-76.941058
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.16148;-76.94717
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.173405;-76.935967
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.169405;-76.931477
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.167066;-76.926219
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.166535;-76.920353
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.169581;-76.916948
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.168956;-76.940821
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / VMT 01;-12.172504;-76.941475
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.163464;-76.953428
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.168745;-76.94945
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.160277;-76.951834
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.162815;-76.950001
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.166159;-76.948106
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.170277;-76.944774
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.164578;-76.944458
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.15754;-76.943038
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.157203;-76.938339
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.16062;-76.937118
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15809-1;-12.158479;-76.935245
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.157528;-76.949457
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.156296;-76.952335
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.152219;-76.949976
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.156458;-76.955144
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.155377;-76.957893
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.153961;-76.95864
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.152516;-76.953873
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.148167;-76.955904
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.14274;-76.954369
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.139838;-76.948952
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15811;-12.138372;-76.951184
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.146742;-76.948546
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.146647;-76.944067
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.149739;-76.944802
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.149469;-76.941376
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.142351;-76.948042
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.144338;-76.950184
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.140572;-76.942971
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.144475;-76.943099
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.144088;-76.946709
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.141933;-76.937711
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.14613;-76.936275
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.1473;-76.932062
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.135661;-76.94378
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15812;-12.13348;-76.941059
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.197893;-76.928395
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.196889;-76.924966
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.198584;-76.923643
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.201026;-76.926798
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.202863;-76.92351
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.205699;-76.925318
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.208527;-76.924161
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.215678;-76.920351
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.218052;-76.917307
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.220628;-76.918978
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.224986;-76.915697
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.222834;-76.916589
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.22248;-76.913787
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.225391;-76.910291
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.182456;-76.944484
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.180273;-76.946144
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.175896;-76.947957
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.174519;-76.947555
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15816;-12.173685;-76.948722
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15828;-12.185202;-76.948152
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15828;-12.169541;-76.952948
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15828;-12.171823;-76.953112
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15828;-12.176706;-76.95054
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15828;-12.180585;-76.949228
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15828;-12.179461;-76.951724
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Villa Maria del Triunfo / COD 15828;-12.184194;-76.951684
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / COD 20003 A;-5.227137;-80.628099
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / COD 20003 A;-5.223703;-80.625612
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / COD 20003 A;-5.221387;-80.62443
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / COD 20003 A;-5.223975;-80.63058
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.175029;-80.608231
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.171433;-80.610164
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.191332;-80.621211
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.185186;-80.621263
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.195858;-80.622368
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.194374;-80.619357
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.18274;-80.614152
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.184466;-80.612994
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.189414;-80.611352
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.193808;-80.609489
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.178822;-80.610688
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.186999;-80.616816
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.190169;-80.616314
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.227769;-80.638265
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.230047;-80.638023
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.228173;-80.633679
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.213017;-80.627473
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.215873;-80.62253
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.21474;-80.624926
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.20573;-80.624401
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.207734;-80.62211
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.205115;-80.61914
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.209186;-80.619455
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.201946;-80.622266
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.199432;-80.623969
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.202308;-80.618587
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.199298;-80.61971
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.199457;-80.621966
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.224993;-80.637304
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / CASTILLA / CASTILLA;-5.226506;-80.633197
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 3;-5.208266;-80.648961
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 3;-5.205962;-80.637124
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 3;-5.207883;-80.643515
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 3;-5.219508;-80.653985
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 1;-5.184704;-80.595448
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 1;-5.193631;-80.602327
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 1;-5.190765;-80.592594
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 02;-5.190077;-80.62631
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 02;-5.188901;-80.630281
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 02;-5.185103;-80.636941
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 04;-5.199924;-80.650161
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 04;-5.225372;-80.618933
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 04;-5.173117;-80.643181
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 04;-5.167136;-80.647438
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 04;-5.163344;-80.633686
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 5;-5.261873;-80.672181
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 5;-5.263603;-80.664362
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 5;-5.270888;-80.67172
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 5;-5.275317;-80.681342
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA 5;-5.267672;-80.677542
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.194086;-80.659782
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.187968;-80.660048
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.199282;-80.655331
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.194077;-80.654467
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.196385;-80.655778
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.201287;-80.658729
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.202159;-80.655475
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.19455;-80.665648
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.190676;-80.665436
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.183954;-80.658735
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.184551;-80.656226
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.185908;-80.652034
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20007;-5.190514;-80.652862
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20001;-5.188092;-80.64597
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20001;-5.190224;-80.639674
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20001;-5.19343;-80.645182
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20001;-5.192494;-80.633932
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20001;-5.185379;-80.628014
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20001;-5.186504;-80.6324
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / PROVINCIA / PIURA / PIURA / PIURA / PIURA COD 20001;-5.195031;-80.638143
